movie|"""Directed"""|link|"""Screenplay"""|"""Starring"""|"""Produced"""|'Cinematography'|'Edited'|'Distributed'|'Language'|'Music'|'Country'|'Box office'|'Budget'|'Production company'|'Running time'
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||Michael Deeley||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||Michael Cimino||||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||||Don Zimmerman||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||Irene Miracle|||||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||Bo Hopkins|||||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||Randy Quaid|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||James Mason|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Charles Grodin|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Dyan Cannon|||||||||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)|||||||||United States||||
Close Harmony||https://en.wikipedia.org/wiki/Close_Harmony_(1981_film)|||||||English||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||||||United Artists|||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||||||||United States||||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)|||||||||||$3 million||
The Tin Drum||https://en.wikipedia.org/wiki/The_Tin_Drum_(film)||||||||||$13 million (Germany – 25 million Marks)|||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now|||||||||||$31 million||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||John Peverall||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||||Vilmos Zsigmond|||||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)||||||United Artists|||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||||||||United States||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||John Hurt|||||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||Paul L. Smith|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Buck Henry|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Vincent Gardenia|||||||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||||||English||||||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)|||||||||||$2.7 million||
The Black Stallion||https://en.wikipedia.org/wiki/The_Black_Stallion_(film)||||||||||$37.8 million|||
Apocalypse Now||https://en.wikipedia.org/wiki/Apocalypse_Now||||||||||$100–150 million|||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||||Peter Zinner||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||||||||Stanley Myers|||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||||||English||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)|||||||||||$3 million||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||Alan Marshall||||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||David Puttnam||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||Jack Warden|||||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||Warren Beatty||||||||||
Get Out Your Handkerchiefs|Bertrand Blier|https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs|||||||||||||
The Flight of the Gossamer Condor|Ben Shedd|https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor|||||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||||||Universal Pictures|||||||
Coming Home||https://en.wikipedia.org/wiki/Coming_Home_(1978_film)||||||||||$32.7 million|||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||||Michael Seresin|||||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||Gerry Hambling||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||||William A. Fraker|||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs||Gérard Depardieu|||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs|||Paul Claudon||||||||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor||Bryan Allen|||||||||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor|||Jacqueline Phillips Shedd||||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||||||EMI Films|||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||||||English||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||||||||Giorgio Moroder|||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||||||Columbia Pictures|||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||Robert C. Jones||||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||Don Zimmerman||||||||
Death on the Nile|John Guillermin|https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs||||Jean Penzer|||||||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor||||Boyd Estus|||||||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor|||||Ben Shedd||||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter|||||||||||$15 million||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||||English||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||||||||Dave Grusin|||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||||||Paramount Pictures|||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|Anthony Shaffer||||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Peter Ustinov|||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs|||||Claudine Merlin||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs||||||||Georges Delerue|||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor||||||Churchill Films|||||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor|||||||||United States||||
The Flight of the Gossamer Condor||https://en.wikipedia.org/wiki/The_Flight_of_the_Gossamer_Condor|||||||English||||||
The Deer Hunter||https://en.wikipedia.org/wiki/The_Deer_Hunter||||||||||$49 million|||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||||Turkish||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||||Maltese||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)|||||||||||$2.3 million||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||||||United States||||
Special Delivery|Eunice Macaulay|https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)|||||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Jane Birkin|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Lois Chiles|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Bette Davis|||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs||||||Compagnie Commerciale Française Cinématographique|||||||
Midnight Express||https://en.wikipedia.org/wiki/Midnight_Express_(film)||||||||||$35 million|||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||||English||||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)|||||||||||$6 million||
Special Delivery||https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)|||Derek Lamb||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Mia Farrow|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Jon Finch|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Olivia Hussey|||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs|||||||||France||||
Heaven Can Wait||https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film)||||||||||$98.8 million|||
Special Delivery||https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)||||||||Karl du Plessis|||||
Special Delivery||https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)|||||||||Canada||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||George Kennedy|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Angela Lansbury|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Simon MacCorkindale|||||||||||
Get Out Your Handkerchiefs||https://en.wikipedia.org/wiki/Get_Out_Your_Handkerchiefs|||||||French||||||
Special Delivery||https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)|||||||English||||||
Special Delivery||https://en.wikipedia.org/wiki/Special_Delivery_(1978_film)|||||||||||$35,065||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||David Niven|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Maggie Smith|||||||||||
Julia|Fred Zinnemann|https://en.wikipedia.org/wiki/Julia_(1977_film)|||||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||Jack Warden|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||I. S. Johar|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||John Brabourne||||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|Alvin Sargent||||||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)||Jane Fonda|||||||||||
Star Wars|George Lucas|https://en.wikipedia.org/wiki/Star_Wars_(film)|||||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||Richard B. Goodwin||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||||Jack Cardiff|||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|||Richard Roth||||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)||||Douglas Slocombe|||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||Mark Hamill|||||||||||
Annie Hall|Woody Allen|https://en.wikipedia.org/wiki/Annie_Hall|||||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||||Malcolm Cooke||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|||||Walter Murch||||||||
Superman|Richard Donner|https://en.wikipedia.org/wiki/Superman_(1978_film)|||||||||||||
The Goodbye Girl|Herbert Ross|https://en.wikipedia.org/wiki/The_Goodbye_Girl|||||||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||Harrison Ford|||||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||Carrie Fisher|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Woody Allen|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||||||||Nino Rota|||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||||||EMI Distributors|||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)||||||||Georges Delerue|||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)||||||20th Century Fox|||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)|Mario Puzo||||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)|David Newman||||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl||Richard Dreyfuss|||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl|||Ray Stark||||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||Peter Cushing|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Diane Keaton|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Tony Roberts|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||||||||United Kingdom||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||||||English||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|||||||||United States||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|||||||English||||||
Close Encounters of the Third Kind|Steven Spielberg|https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind|||||||||||||
A Little Night Music|Harold Prince|https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)|||||||||||||
Gravity Is My Enemy|John C. Joseph|https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy|||||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)|Leslie Newman||||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)|Robert Benton||||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl||||David M. Walsh|||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||Alec Guinness|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Carol Kane|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Paul Simon|||||||||||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)|||||||||||$7.92||
Death on the Nile||https://en.wikipedia.org/wiki/Death_on_the_Nile_(1978_film)||||||||||$14.6 million |||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)|||||||||||$7.84 million||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind||Richard Dreyfuss|||||||||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind||Teri Garr|||||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)|Hugh Wheeler||||||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)||Elizabeth Taylor|||||||||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy||Mark Hicks|||||||||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy|||John C. Joseph||||||||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy||||John Sharaf|||||||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy||||||Churchill Films|||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)||Marlon Brando|||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl|||||John F. Burnett||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl||||||||Dave Grusin|||||
I'll Find a Way|Beverly Shaffer|https://en.wikipedia.org/wiki/I%27ll_Find_a_Way|||||||||||||
I'll Find a Way||https://en.wikipedia.org/wiki/I%27ll_Find_a_Way||Nadia DeFranco|||||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)|||Gary Kurtz||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Janet Margolin|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Shelley Duvall|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Christopher Walken|||||||||||
Julia||https://en.wikipedia.org/wiki/Julia_(1977_film)||||||||||$20.7 million|||
The Sand Castle|Co Hoedeman|https://en.wikipedia.org/wiki/The_Sand_Castle_(film)|||||||||||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind||Melinda Dillon|||||||||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind||François Truffaut|||||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)|||Elliott Kastner||||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)||||Arthur Ibbetson|||||||||
Madame Rosa|Moshé Mizrahi|https://en.wikipedia.org/wiki/Madame_Rosa|||||||||||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy|||||||||United States||||
Gravity Is My Enemy||https://en.wikipedia.org/wiki/Gravity_Is_My_Enemy|||||||English||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)||Gene Hackman|||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)||Christopher Reeve|||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl||||||Warner Bros.|||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl|||||||||United States||||
I'll Find a Way||https://en.wikipedia.org/wiki/I%27ll_Find_a_Way|||Beverly Shaffer||||||||||
I'll Find a Way||https://en.wikipedia.org/wiki/I%27ll_Find_a_Way||||Nesya Blue|||||||||
I'll Find a Way||https://en.wikipedia.org/wiki/I%27ll_Find_a_Way|||||Ginny Stikeman||||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)||||Gilbert Taylor|||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||Colleen Dewhurst|||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall|||Charles H. Joffe||||||||||
The Sand Castle||https://en.wikipedia.org/wiki/The_Sand_Castle_(film)|||Co Hoedeman ||||||||||
The Sand Castle||https://en.wikipedia.org/wiki/The_Sand_Castle_(film)||||Jean-Yves Escoffier|||||||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind|||Julia Phillips||||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)|||||John Jympson||||||||
A Little Night Music||https://en.wikipedia.org/wiki/A_Little_Night_Music_(film)||||||||Stephen Sondheim|||||
Madame Rosa||https://en.wikipedia.org/wiki/Madame_Rosa||Simone Signoret|||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)||Ned Beatty|||||||||||
Superman||https://en.wikipedia.org/wiki/Superman_(1978_film)||Jackie Cooper|||||||||||
The Goodbye Girl||https://en.wikipedia.org/wiki/The_Goodbye_Girl|||||||English||||||
I'll Find a Way||https://en.wikipedia.org/wiki/I%27ll_Find_a_Way||||||National Film Board of Canada|||||||
Star Wars||https://en.wikipedia.org/wiki/Star_Wars_(film)|||||Paul Hirsch||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall|||Jack Rollins||||||||||
Annie Hall||https://en.wikipedia.org/wiki/Annie_Hall||||Gordon Willis|||||||||
Who Are the DeBolts? And Where Did They Get Nineteen Kids?|John Korty|https://en.wikipedia.org/wiki/Who_Are_the_DeBolts%3F_And_Where_Did_They_Get_Nineteen_Kids%3F|||||||||||||
Thank God It's Friday|Robert Klane|https://en.wikipedia.org/wiki/Thank_God_It%27s_Friday_(film)|||||||||||||
The Sand Castle||https://en.wikipedia.org/wiki/The_Sand_Castle_(film)|||||Jacques Drouin||||||||
The Sand Castle||https://en.wikipedia.org/wiki/The_Sand_Castle_(film)||||||||Normand Roger|||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind|||Michael Phillips||||||||||
Close Encounters of the Third Kind||https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind||||Vilmos Zsigmond|||||||||
